id,name,type,quantifiableUnit,quantityValue,serviceProvider,owner,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
processes/529,emulsifying,food_processing,ton,3.1,process plant,company A,GHG,{HFC134a={kg=0.335}},{N2O={kg=0.59}},{CO2={m3=1.308}},{HFC134a={kg=0.467}},{HFC134a={kg=0.243}},{SF6={kg=0.144}},{SF6={kg=0.056}},{HFC134a={kg=0.373}},{N2O={kg=0.092}},{HFC134a={kg=0.167}},{HFC134a={kg=0.152}},{N2O={kg=0.398}},{HFC134a={kg=0.069}},{HFC134a={kg=0.232}},{CH4={kg=1.142}},{HFC134a={kg=0.133}},{HFC134a={kg=0.084}},{N2O={kg=0.024}},{SF6={kg=0.083}},{N2O={kg=0.488}},{SF6={kg=0.009}},{HFC134a={kg=0.292}},{HFC134a={kg=0.072}},production cycle G,process plant,40528,50528,{kgCO2e=2.45},{kgCO2e=1.89},{kgCO2e=1.21}
processes/530,weeding,agriculture,hour,4.99,recycling facility,company B,GHG,{CO2={m3=2.987}},{N2O={kg=0.606}},{HFC134a={kg=0.206}},{N2O={kg=0.074}},{HFC134a={kg=0.219}},{CH4={kg=0.587}},{N2O={kg=0.078}},{CH4={kg=1.394}},{HFC134a={kg=0.067}},{CH4={kg=1.471}},{SF6={kg=0.16}},{N2O={kg=0.528}},{CH4={kg=0.258}},{HFC134a={kg=0.412}},{N2O={kg=0.527}},{CO2={kg=1.246}},{CO2={kg=0.575}},{N2O={kg=0.151}},{HFC134a={kg=0.136}},{N2O={kg=0.133}},{HFC134a={kg=0.107}},{CH4={kg=0.306}},{N2O={kg=0.052}},batch process I,operator,40529,50529,{kgCO2e=3.63},{kgCO2e=2.13},{kgCO2e=2.01}
processes/531,drawing,metal,liter,2.96,treatment center,company B,GHG,{CH4={kg=0.742}},{CO2={m3=1.917}},{N2O={kg=0.322}},{N2O={kg=0.356}},{SF6={kg=0.095}},{CO2={kg=1.008}},{SF6={kg=0.167}},{N2O={kg=0.795}},{CO2={kg=2.902}},{SF6={kg=0.031}},{HFC134a={kg=0.398}},{CO2={kg=0.385}},{N2O={kg=0.637}},{HFC134a={kg=0.216}},{CO2={m3=2.476}},{CO2={m3=2.906}},{N2O={kg=0.394}},{N2O={kg=0.763}},{HFC134a={kg=0.048}},{CO2={m3=2.84}},{CH4={kg=0.212}},{CO2={kg=1.767}},{HFC134a={kg=0.226}},process run K,facility co,40530,50530,{kgCO2e=3.8},{kgCO2e=2.24},{kgCO2e=1.34}
processes/532,ion exchange,water_treatment,unit,3.75,processing company,company A,GHG,{CH4={kg=0.791}},{SF6={kg=0.079}},{CH4={kg=0.271}},{N2O={kg=0.265}},{SF6={kg=0.179}},{CH4={kg=0.994}},{N2O={kg=0.453}},{CO2={kg=0.705}},{HFC134a={kg=0.1}},{N2O={kg=0.769}},{HFC134a={kg=0.19}},{CO2={m3=2.39}},{CH4={kg=0.136}},{SF6={kg=0.129}},{N2O={kg=0.75}},{SF6={kg=0.152}},{CO2={kg=2.663}},{CH4={kg=1.161}},{N2O={kg=0.489}},{CO2={m3=1.773}},{N2O={kg=0.518}},{CH4={kg=0.078}},{CH4={kg=1.492}},unit operation U,facility co,40531,50531,{kgCO2e=2.41},{kgCO2e=1.23},{kgCO2e=3.11}
processes/533,biological treatment,waste_treatment,unit_processed,3.91,process plant,manufacturing co,GHG,{CO2={kg=0.645}},{CO2={m3=2.019}},{CO2={m3=0.86}},{CH4={kg=0.663}},{HFC134a={kg=0.119}},{CH4={kg=0.126}},{SF6={kg=0.118}},{CH4={kg=0.952}},{HFC134a={kg=0.159}},{N2O={kg=0.649}},{N2O={kg=0.144}},{CH4={kg=1.023}},{CO2={m3=2.736}},{N2O={kg=0.678}},{CO2={kg=0.799}},{CO2={kg=1.125}},{SF6={kg=0.116}},{CH4={kg=0.371}},{N2O={kg=0.607}},{N2O={kg=0.113}},{HFC134a={kg=0.448}},{HFC134a={kg=0.449}},{HFC134a={kg=0.438}},cycle operation Q,facility co,40532,50532,{kgCO2e=2.5},{kgCO2e=1.07},{kgCO2e=3.82}
processes/534,aerobic treatment,waste_treatment,unit_processed,4.22,processing company,company A,GHG,{SF6={kg=0.13}},{SF6={kg=0.147}},{HFC134a={kg=0.29}},{CH4={kg=0.74}},{CH4={kg=1.212}},{HFC134a={kg=0.247}},{CH4={kg=0.185}},{HFC134a={kg=0.197}},{SF6={kg=0.178}},{CO2={kg=0.525}},{CH4={kg=0.825}},{CO2={kg=1.569}},{CO2={m3=1.582}},{N2O={kg=0.623}},{SF6={kg=0.103}},{CO2={kg=1.467}},{HFC134a={kg=0.053}},{N2O={kg=0.699}},{CH4={kg=0.618}},{N2O={kg=0.537}},{CO2={m3=1.448}},{CO2={kg=2.69}},{CO2={kg=1.525}},unit operation S,manufacturing facility,40533,50533,{kgCO2e=4.4},{kgCO2e=1.95},{kgCO2e=1.85}
processes/535,thinning,agriculture,liter,2.29,recycling facility,service operator,GHG,{N2O={kg=0.255}},{CH4={kg=1.471}},{SF6={kg=0.132}},{SF6={kg=0.059}},{HFC134a={kg=0.211}},{CO2={m3=2.044}},{CH4={kg=0.461}},{CO2={kg=2.422}},{HFC134a={kg=0.364}},{CO2={kg=2.801}},{N2O={kg=0.387}},{SF6={kg=0.111}},{N2O={kg=0.381}},{CH4={kg=0.102}},{N2O={kg=0.651}},{SF6={kg=0.019}},{N2O={kg=0.474}},{CH4={kg=1.052}},{CH4={kg=1.182}},{HFC134a={kg=0.424}},{HFC134a={kg=0.095}},{N2O={kg=0.144}},{SF6={kg=0.133}},batch process F,manufacturing facility,40534,50534,{kgCO2e=1.41},{kgCO2e=1.46},{kgCO2e=3.09}
processes/536,frying,cooking,m3,0.89,service provider B,service operator,GHG,{CO2={kg=2.489}},{CO2={kg=0.246}},{CH4={kg=0.666}},{N2O={kg=0.406}},{N2O={kg=0.662}},{HFC134a={kg=0.358}},{N2O={kg=0.717}},{HFC134a={kg=0.125}},{CO2={m3=2.867}},{N2O={kg=0.204}},{HFC134a={kg=0.107}},{CH4={kg=1.035}},{SF6={kg=0.067}},{SF6={kg=0.07}},{SF6={kg=0.195}},{HFC134a={kg=0.194}},{CH4={kg=1.337}},{CH4={kg=0.534}},{SF6={kg=0.17}},{HFC134a={kg=0.266}},{N2O={kg=0.119}},{HFC134a={kg=0.019}},{N2O={kg=0.201}},process run N,process plant,40535,50535,{kgCO2e=0.96},{kgCO2e=0.89},{kgCO2e=3.37}
processes/537,frying,cooking,liter,1.08,process plant,company B,GHG,{CO2={m3=1.813}},{CO2={kg=0.062}},{HFC134a={kg=0.355}},{SF6={kg=0.006}},{CH4={kg=0.273}},{N2O={kg=0.719}},{CO2={kg=1.455}},{CH4={kg=0.3}},{CO2={kg=2.441}},{HFC134a={kg=0.409}},{HFC134a={kg=0.385}},{N2O={kg=0.648}},{SF6={kg=0.04}},{SF6={kg=0.067}},{CH4={kg=0.335}},{HFC134a={kg=0.062}},{HFC134a={kg=0.015}},{CO2={kg=0.886}},{CH4={kg=0.12}},{CO2={kg=0.034}},{HFC134a={kg=0.338}},{HFC134a={kg=0.336}},{CO2={m3=2.78}},batch process G,operator,40536,50536,{kgCO2e=2.02},{kgCO2e=2.11},{kgCO2e=1.33}
processes/538,tempering,cooking,cycle,2.45,service provider B,company B,GHG,{CO2={m3=1.976}},{CO2={m3=1.537}},{SF6={kg=0.194}},{SF6={kg=0.182}},{CH4={kg=1.1}},{HFC134a={kg=0.028}},{HFC134a={kg=0.443}},{CO2={kg=0.097}},{SF6={kg=0.054}},{CH4={kg=0.87}},{CO2={m3=1.772}},{CH4={kg=1.117}},{CO2={kg=1.787}},{CO2={m3=2.817}},{SF6={kg=0.117}},{N2O={kg=0.226}},{SF6={kg=0.136}},{CO2={m3=0.856}},{CO2={kg=0.709}},{CO2={m3=2.838}},{SF6={kg=0.048}},{N2O={kg=0.576}},{HFC134a={kg=0.043}},production cycle Z,facility co,40537,50537,{kgCO2e=1.38},{kgCO2e=2.27},{kgCO2e=1.19}
processes/539,capping,packaging,batch,4.73,service provider B,facility operator,GHG,{SF6={kg=0.002}},{SF6={kg=0.07}},{HFC134a={kg=0.43}},{CO2={kg=2.354}},{CO2={kg=0.918}},{SF6={kg=0.103}},{CH4={kg=1.496}},{N2O={kg=0.498}},{CO2={kg=2.652}},{HFC134a={kg=0.316}},{CO2={kg=2.957}},{HFC134a={kg=0.164}},{SF6={kg=0.03}},{N2O={kg=0.361}},{CO2={kg=0.018}},{HFC134a={kg=0.402}},{CO2={kg=1.254}},{CO2={m3=1.669}},{N2O={kg=0.409}},{CO2={kg=1.473}},{N2O={kg=0.702}},{CO2={kg=2.533}},{SF6={kg=0.118}},production cycle K,manufacturing facility,40538,50538,{kgCO2e=3.13},{kgCO2e=2.8},{kgCO2e=3.32}
processes/540,boxing,packaging,unit_processed,0.69,process plant,facility operator,GHG,{HFC134a={kg=0.304}},{HFC134a={kg=0.422}},{N2O={kg=0.213}},{HFC134a={kg=0.433}},{CO2={m3=0.646}},{CO2={m3=0.309}},{CH4={kg=0.464}},{CH4={kg=0.327}},{SF6={kg=0.192}},{CH4={kg=0.097}},{CO2={kg=0.769}},{HFC134a={kg=0.241}},{CH4={kg=1.312}},{SF6={kg=0.106}},{CO2={m3=0.458}},{CO2={kg=2.048}},{CO2={kg=0.406}},{N2O={kg=0.06}},{HFC134a={kg=0.296}},{CO2={m3=1.295}},{N2O={kg=0.768}},{HFC134a={kg=0.127}},{CO2={m3=2.168}},unit operation C,facility co,40539,50539,{kgCO2e=1.51},{kgCO2e=1.94},{kgCO2e=0.13}
processes/541,clarifying,food_processing,unit,4.49,service provider B,service operator,GHG,{CH4={kg=1.244}},{HFC134a={kg=0.113}},{N2O={kg=0.237}},{SF6={kg=0.071}},{SF6={kg=0.04}},{HFC134a={kg=0.066}},{SF6={kg=0.06}},{SF6={kg=0.078}},{SF6={kg=0.144}},{SF6={kg=0.062}},{HFC134a={kg=0.376}},{CH4={kg=0.239}},{CH4={kg=0.393}},{SF6={kg=0.054}},{HFC134a={kg=0.311}},{HFC134a={kg=0.118}},{SF6={kg=0.161}},{HFC134a={kg=0.225}},{CO2={kg=2.682}},{CO2={kg=1.048}},{N2O={kg=0.277}},{CO2={kg=1.247}},{HFC134a={kg=0.421}},unit operation G,facility co,40540,50540,{kgCO2e=2.0},{kgCO2e=0.57},{kgCO2e=2.23}
processes/542,fermentation,chemical,kg,2.33,processing company,company A,GHG,{CO2={kg=0.636}},{CO2={m3=2.151}},{N2O={kg=0.404}},{CO2={kg=2.4}},{CH4={kg=0.141}},{CH4={kg=0.492}},{HFC134a={kg=0.217}},{CH4={kg=0.723}},{SF6={kg=0.013}},{HFC134a={kg=0.344}},{HFC134a={kg=0.191}},{CO2={m3=1.528}},{N2O={kg=0.631}},{CO2={m3=1.025}},{N2O={kg=0.419}},{CH4={kg=1.11}},{CH4={kg=1.459}},{CH4={kg=0.927}},{CO2={m3=0.398}},{CO2={kg=2.377}},{SF6={kg=0.176}},{HFC134a={kg=0.168}},{HFC134a={kg=0.495}},process run M,facility co,40541,50541,{kgCO2e=2.38},{kgCO2e=2.75},{kgCO2e=1.69}
processes/543,printing,textile,day,0.53,processing company,service operator,GHG,{HFC134a={kg=0.137}},{SF6={kg=0.154}},{N2O={kg=0.263}},{SF6={kg=0.015}},{HFC134a={kg=0.218}},{CO2={m3=1.773}},{CH4={kg=0.426}},{N2O={kg=0.531}},{N2O={kg=0.718}},{CH4={kg=0.818}},{CO2={kg=0.209}},{CH4={kg=0.087}},{SF6={kg=0.12}},{N2O={kg=0.513}},{CO2={m3=0.603}},{N2O={kg=0.126}},{CO2={m3=0.747}},{N2O={kg=0.697}},{N2O={kg=0.132}},{HFC134a={kg=0.413}},{SF6={kg=0.124}},{SF6={kg=0.136}},{SF6={kg=0.065}},batch process A,operator,40542,50542,{kgCO2e=1.87},{kgCO2e=0.62},{kgCO2e=1.64}
processes/544,sealing,packaging,ton,2.59,processing company,company A,GHG,{HFC134a={kg=0.152}},{CO2={m3=1.512}},{CH4={kg=0.557}},{CO2={kg=1.876}},{HFC134a={kg=0.171}},{HFC134a={kg=0.311}},{CH4={kg=1.004}},{CH4={kg=0.485}},{CH4={kg=0.339}},{SF6={kg=0.101}},{HFC134a={kg=0.315}},{HFC134a={kg=0.237}},{HFC134a={kg=0.213}},{CH4={kg=0.482}},{CH4={kg=1.384}},{CH4={kg=1.029}},{HFC134a={kg=0.017}},{CH4={kg=0.12}},{HFC134a={kg=0.417}},{HFC134a={kg=0.411}},{CH4={kg=1.198}},{CO2={kg=2.403}},{CH4={kg=0.415}},unit operation N,facility co,40543,50543,{kgCO2e=2.03},{kgCO2e=0.7},{kgCO2e=0.1}
processes/545,grading,agriculture,ton,2.7,recycling facility,company B,GHG,{HFC134a={kg=0.172}},{CO2={m3=1.218}},{CO2={kg=2.609}},{SF6={kg=0.146}},{SF6={kg=0.023}},{SF6={kg=0.006}},{HFC134a={kg=0.388}},{CO2={m3=2.98}},{SF6={kg=0.105}},{N2O={kg=0.467}},{N2O={kg=0.762}},{CO2={kg=0.323}},{N2O={kg=0.017}},{HFC134a={kg=0.098}},{N2O={kg=0.791}},{CO2={kg=1.281}},{N2O={kg=0.342}},{SF6={kg=0.011}},{N2O={kg=0.541}},{N2O={kg=0.188}},{N2O={kg=0.736}},{HFC134a={kg=0.07}},{CO2={kg=2.031}},production cycle M,manufacturing facility,40544,50544,{kgCO2e=1.48},{kgCO2e=0.31},{kgCO2e=0.89}
processes/546,refining,metal,ton,3.5,treatment center,service operator,GHG,{N2O={kg=0.309}},{N2O={kg=0.052}},{CO2={m3=2.268}},{N2O={kg=0.262}},{CH4={kg=1.374}},{CH4={kg=0.042}},{SF6={kg=0.17}},{CO2={kg=2.335}},{N2O={kg=0.055}},{HFC134a={kg=0.172}},{HFC134a={kg=0.403}},{CO2={kg=1.583}},{HFC134a={kg=0.283}},{CH4={kg=0.952}},{CO2={m3=2.501}},{CO2={kg=2.236}},{SF6={kg=0.064}},{CH4={kg=0.174}},{HFC134a={kg=0.071}},{SF6={kg=0.013}},{N2O={kg=0.67}},{N2O={kg=0.691}},{CO2={kg=1.499}},process run C,process plant,40545,50545,{kgCO2e=4.26},{kgCO2e=1.5},{kgCO2e=3.98}
processes/547,unloading,transportation,batch,4.86,manufacturing facility,company B,GHG,{N2O={kg=0.039}},{CH4={kg=1.228}},{N2O={kg=0.752}},{HFC134a={kg=0.494}},{N2O={kg=0.043}},{SF6={kg=0.073}},{CO2={m3=2.173}},{CH4={kg=1.472}},{N2O={kg=0.412}},{CH4={kg=1.401}},{CO2={m3=2.945}},{CH4={kg=0.82}},{CO2={kg=1.223}},{HFC134a={kg=0.428}},{SF6={kg=0.146}},{CH4={kg=0.646}},{HFC134a={kg=0.472}},{SF6={kg=0.198}},{HFC134a={kg=0.014}},{N2O={kg=0.766}},{HFC134a={kg=0.282}},{CO2={m3=2.388}},{CO2={kg=0.065}},process run M,facility co,40546,50546,{kgCO2e=4.06},{kgCO2e=2.58},{kgCO2e=3.61}
processes/548,roasting,cooking,cycle,2.87,service provider B,facility operator,GHG,{CO2={kg=1.209}},{N2O={kg=0.734}},{CH4={kg=0.772}},{CO2={kg=1.478}},{SF6={kg=0.123}},{CH4={kg=0.608}},{CH4={kg=1.465}},{CH4={kg=0.293}},{CO2={m3=1.858}},{CH4={kg=1.109}},{N2O={kg=0.052}},{N2O={kg=0.696}},{N2O={kg=0.487}},{HFC134a={kg=0.291}},{CH4={kg=0.705}},{SF6={kg=0.093}},{CO2={m3=1.104}},{CH4={kg=0.162}},{HFC134a={kg=0.498}},{SF6={kg=0.035}},{HFC134a={kg=0.29}},{CH4={kg=0.401}},{SF6={kg=0.104}},unit operation Z,facility co,40547,50547,{kgCO2e=1.15},{kgCO2e=0.76},{kgCO2e=2.34}
processes/549,compression,energy,day,1.99,manufacturing facility,facility operator,GHG,{N2O={kg=0.339}},{SF6={kg=0.005}},{CH4={kg=1.43}},{N2O={kg=0.65}},{CO2={m3=2.622}},{CH4={kg=0.823}},{CO2={m3=0.605}},{HFC134a={kg=0.383}},{CH4={kg=0.814}},{CH4={kg=0.306}},{CO2={m3=0.899}},{CH4={kg=1.436}},{CH4={kg=0.969}},{N2O={kg=0.786}},{HFC134a={kg=0.272}},{SF6={kg=0.113}},{CH4={kg=0.069}},{HFC134a={kg=0.43}},{CO2={m3=1.337}},{HFC134a={kg=0.16}},{HFC134a={kg=0.379}},{SF6={kg=0.141}},{SF6={kg=0.079}},batch process H,process plant,40548,50548,{kgCO2e=1.51},{kgCO2e=0.5},{kgCO2e=2.53}
processes/550,forging,metal,ton,2.73,service provider B,facility operator,GHG,{CO2={kg=1.709}},{N2O={kg=0.708}},{SF6={kg=0.185}},{CO2={kg=0.729}},{N2O={kg=0.012}},{CH4={kg=0.359}},{SF6={kg=0.085}},{CH4={kg=1.066}},{N2O={kg=0.51}},{HFC134a={kg=0.463}},{CH4={kg=0.837}},{N2O={kg=0.502}},{CH4={kg=1.27}},{CH4={kg=1.184}},{N2O={kg=0.399}},{CO2={m3=0.719}},{CO2={kg=1.483}},{CH4={kg=0.395}},{N2O={kg=0.446}},{CH4={kg=1.388}},{N2O={kg=0.236}},{CO2={kg=0.505}},{CO2={m3=0.431}},process run E,operator,40549,50549,{kgCO2e=4.57},{kgCO2e=2.36},{kgCO2e=0.27}
processes/551,separating,food_processing,cycle,1.19,process plant,service operator,GHG,{N2O={kg=0.473}},{CH4={kg=0.586}},{SF6={kg=0.165}},{CO2={kg=1.918}},{CH4={kg=0.655}},{N2O={kg=0.082}},{HFC134a={kg=0.08}},{N2O={kg=0.068}},{N2O={kg=0.625}},{CO2={kg=0.465}},{N2O={kg=0.101}},{CH4={kg=0.933}},{CH4={kg=1.064}},{CH4={kg=0.043}},{N2O={kg=0.368}},{CO2={m3=0.668}},{CO2={m3=1.326}},{N2O={kg=0.11}},{HFC134a={kg=0.301}},{CH4={kg=1.2}},{HFC134a={kg=0.419}},{N2O={kg=0.134}},{HFC134a={kg=0.097}},unit operation S,manufacturing facility,40550,50550,{kgCO2e=2.39},{kgCO2e=2.51},{kgCO2e=0.1}
processes/552,concentrating,food_processing,cycle,4.39,manufacturing facility,company B,GHG,{CH4={kg=0.815}},{HFC134a={kg=0.479}},{HFC134a={kg=0.391}},{N2O={kg=0.151}},{CO2={kg=0.799}},{CH4={kg=0.581}},{HFC134a={kg=0.042}},{CO2={kg=1.054}},{HFC134a={kg=0.387}},{HFC134a={kg=0.072}},{CO2={m3=0.981}},{CH4={kg=0.485}},{SF6={kg=0.077}},{CO2={m3=1.34}},{CO2={kg=0.691}},{SF6={kg=0.091}},{CO2={kg=2.912}},{HFC134a={kg=0.304}},{CH4={kg=0.911}},{SF6={kg=0.143}},{SF6={kg=0.088}},{CH4={kg=0.689}},{SF6={kg=0.15}},unit operation B,process plant,40551,50551,{kgCO2e=0.64},{kgCO2e=2.12},{kgCO2e=3.86}
processes/553,calendering,textile,unit,3.87,manufacturing facility,manufacturing co,GHG,{HFC134a={kg=0.495}},{SF6={kg=0.059}},{HFC134a={kg=0.139}},{HFC134a={kg=0.03}},{CH4={kg=0.858}},{CO2={m3=2.716}},{CO2={m3=1.66}},{CO2={m3=2.132}},{SF6={kg=0.052}},{N2O={kg=0.053}},{HFC134a={kg=0.108}},{SF6={kg=0.083}},{CH4={kg=0.93}},{CH4={kg=1.09}},{CO2={m3=0.017}},{CH4={kg=0.61}},{N2O={kg=0.752}},{CH4={kg=0.339}},{HFC134a={kg=0.095}},{HFC134a={kg=0.022}},{HFC134a={kg=0.253}},{N2O={kg=0.759}},{CO2={kg=1.094}},unit operation A,manufacturing facility,40552,50552,{kgCO2e=3.55},{kgCO2e=0.56},{kgCO2e=0.12}
processes/554,purification,metal,day,1.8,recycling facility,manufacturing co,GHG,{CH4={kg=0.01}},{HFC134a={kg=0.426}},{CO2={kg=1.193}},{SF6={kg=0.097}},{HFC134a={kg=0.016}},{HFC134a={kg=0.434}},{SF6={kg=0.063}},{HFC134a={kg=0.466}},{CO2={m3=2.908}},{HFC134a={kg=0.188}},{SF6={kg=0.03}},{SF6={kg=0.126}},{SF6={kg=0.098}},{N2O={kg=0.685}},{N2O={kg=0.232}},{CH4={kg=0.555}},{CO2={m3=2.129}},{SF6={kg=0.039}},{SF6={kg=0.144}},{SF6={kg=0.056}},{CH4={kg=0.691}},{N2O={kg=0.304}},{N2O={kg=0.674}},unit operation L,process plant,40553,50553,{kgCO2e=3.08},{kgCO2e=2.34},{kgCO2e=1.66}
processes/555,liquefaction,energy,unit_processed,2.46,production company,service operator,GHG,{N2O={kg=0.297}},{N2O={kg=0.418}},{CH4={kg=0.969}},{N2O={kg=0.78}},{HFC134a={kg=0.143}},{HFC134a={kg=0.36}},{CO2={m3=1.026}},{SF6={kg=0.176}},{HFC134a={kg=0.265}},{SF6={kg=0.02}},{N2O={kg=0.356}},{CH4={kg=0.885}},{CO2={kg=0.04}},{CO2={kg=2.925}},{CO2={m3=2.217}},{N2O={kg=0.718}},{HFC134a={kg=0.046}},{HFC134a={kg=0.489}},{CH4={kg=1.482}},{SF6={kg=0.165}},{CO2={m3=0.963}},{CO2={m3=0.524}},{HFC134a={kg=0.039}},unit operation L,facility co,40554,50554,{kgCO2e=3.77},{kgCO2e=1.58},{kgCO2e=2.06}
processes/556,shredding,waste_treatment,kg,1.18,service provider A,company B,GHG,{SF6={kg=0.088}},{N2O={kg=0.579}},{CH4={kg=0.726}},{N2O={kg=0.254}},{HFC134a={kg=0.099}},{CH4={kg=0.593}},{HFC134a={kg=0.301}},{HFC134a={kg=0.447}},{CH4={kg=0.237}},{CH4={kg=0.766}},{SF6={kg=0.048}},{CH4={kg=0.332}},{SF6={kg=0.085}},{N2O={kg=0.073}},{CH4={kg=0.954}},{CH4={kg=0.877}},{N2O={kg=0.458}},{N2O={kg=0.72}},{CH4={kg=0.652}},{SF6={kg=0.112}},{N2O={kg=0.596}},{CO2={m3=2.569}},{SF6={kg=0.113}},unit operation N,operator,40555,50555,{kgCO2e=0.68},{kgCO2e=2.66},{kgCO2e=2.08}
processes/557,stripping,water_treatment,unit,1.65,production company,company A,GHG,{N2O={kg=0.518}},{CH4={kg=1.352}},{CO2={kg=0.773}},{SF6={kg=0.086}},{CH4={kg=0.383}},{CH4={kg=1.284}},{CO2={m3=1.714}},{CO2={m3=0.652}},{HFC134a={kg=0.316}},{CH4={kg=0.733}},{CH4={kg=0.165}},{N2O={kg=0.586}},{CH4={kg=0.775}},{N2O={kg=0.359}},{CH4={kg=0.975}},{SF6={kg=0.021}},{SF6={kg=0.129}},{CH4={kg=1.017}},{SF6={kg=0.003}},{CH4={kg=0.623}},{CO2={kg=2.017}},{CH4={kg=1.156}},{SF6={kg=0.157}},production cycle K,process plant,40556,50556,{kgCO2e=2.56},{kgCO2e=1.97},{kgCO2e=1.29}
processes/558,palletizing,packaging,hour,0.73,process plant,company A,GHG,{SF6={kg=0.15}},{CO2={m3=1.953}},{CO2={m3=2.809}},{N2O={kg=0.216}},{SF6={kg=0.123}},{SF6={kg=0.118}},{HFC134a={kg=0.368}},{SF6={kg=0.008}},{CH4={kg=0.258}},{CH4={kg=1.002}},{CH4={kg=1.176}},{N2O={kg=0.562}},{HFC134a={kg=0.262}},{CH4={kg=0.957}},{CH4={kg=0.276}},{SF6={kg=0.06}},{SF6={kg=0.149}},{N2O={kg=0.418}},{N2O={kg=0.389}},{CO2={m3=1.427}},{N2O={kg=0.034}},{HFC134a={kg=0.209}},{CO2={kg=1.805}},production cycle J,operator,40557,50557,{kgCO2e=0.6},{kgCO2e=1.04},{kgCO2e=2.02}
processes/559,bolting,metal,kg,1.45,production company,facility operator,GHG,{SF6={kg=0.163}},{CH4={kg=0.145}},{HFC134a={kg=0.008}},{HFC134a={kg=0.41}},{N2O={kg=0.078}},{HFC134a={kg=0.046}},{CO2={m3=1.599}},{SF6={kg=0.133}},{N2O={kg=0.262}},{CH4={kg=0.709}},{CH4={kg=0.856}},{SF6={kg=0.193}},{CO2={kg=2.558}},{N2O={kg=0.161}},{CH4={kg=1.057}},{SF6={kg=0.084}},{CH4={kg=0.3}},{CO2={m3=1.011}},{CH4={kg=1.003}},{CO2={kg=1.586}},{N2O={kg=0.525}},{CH4={kg=0.577}},{CO2={m3=2.656}},batch process S,process plant,40558,50558,{kgCO2e=3.48},{kgCO2e=2.38},{kgCO2e=0.99}
processes/560,nitration,chemical,unit,3.14,production company,company B,GHG,{CH4={kg=0.396}},{CH4={kg=1.112}},{CH4={kg=0.015}},{CO2={kg=1.697}},{SF6={kg=0.09}},{SF6={kg=0.039}},{CH4={kg=0.524}},{CH4={kg=0.431}},{SF6={kg=0.071}},{CH4={kg=0.305}},{SF6={kg=0.196}},{SF6={kg=0.111}},{N2O={kg=0.347}},{CO2={m3=0.474}},{HFC134a={kg=0.305}},{HFC134a={kg=0.449}},{SF6={kg=0.128}},{SF6={kg=0.177}},{N2O={kg=0.599}},{HFC134a={kg=0.086}},{CH4={kg=1.406}},{CH4={kg=0.468}},{CH4={kg=0.278}},process run K,operator,40559,50559,{kgCO2e=4.64},{kgCO2e=1.25},{kgCO2e=1.46}
processes/561,cooling,energy,kg,3.77,service provider B,manufacturing co,GHG,{CO2={kg=2.281}},{HFC134a={kg=0.359}},{SF6={kg=0.181}},{HFC134a={kg=0.344}},{SF6={kg=0.159}},{CO2={kg=2.497}},{N2O={kg=0.712}},{SF6={kg=0.096}},{CH4={kg=0.51}},{SF6={kg=0.011}},{SF6={kg=0.085}},{CH4={kg=0.74}},{CO2={kg=2.009}},{N2O={kg=0.41}},{CO2={kg=1.814}},{CH4={kg=0.688}},{CH4={kg=0.179}},{SF6={kg=0.043}},{CH4={kg=0.298}},{HFC134a={kg=0.456}},{CO2={m3=0.95}},{CH4={kg=1.302}},{CH4={kg=0.752}},cycle operation A,manufacturing facility,40560,50560,{kgCO2e=1.31},{kgCO2e=0.97},{kgCO2e=3.83}
processes/562,clarifying,food_processing,unit,3.33,processing company,company B,GHG,{SF6={kg=0.192}},{N2O={kg=0.087}},{N2O={kg=0.636}},{HFC134a={kg=0.356}},{SF6={kg=0.068}},{CO2={m3=0.317}},{HFC134a={kg=0.15}},{HFC134a={kg=0.301}},{CH4={kg=0.709}},{CH4={kg=0.063}},{N2O={kg=0.013}},{CH4={kg=0.817}},{SF6={kg=0.043}},{N2O={kg=0.419}},{CH4={kg=0.179}},{CH4={kg=1.129}},{SF6={kg=0.059}},{N2O={kg=0.203}},{N2O={kg=0.073}},{N2O={kg=0.489}},{SF6={kg=0.033}},{N2O={kg=0.139}},{HFC134a={kg=0.245}},process run W,manufacturing facility,40561,50561,{kgCO2e=1.94},{kgCO2e=2.17},{kgCO2e=1.89}
