id,name,type,quantifiableUnit,quantityValue,productOrigin,owner,uploadedFile,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
products/588,pilaf,condiment,carton,4.52,distributor,warehouse operator,,GHG,{SF6={kg=0.094}},{HFC134a={kg=0.183}},{CH4={kg=0.491}},{CO2={kg=1.498}},{CO2={kg=0.245}},{HFC134a={kg=0.139}},{HFC134a={kg=0.463}},{N2O={kg=0.335}},{HFC134a={kg=0.408}},{HFC134a={kg=0.295}},{HFC134a={kg=0.204}},{CH4={kg=0.252}},{CH4={kg=1.433}},{N2O={kg=0.797}},{CO2={m3=2.311}},{HFC134a={kg=0.099}},{N2O={kg=0.787}},{HFC134a={kg=0.452}},{HFC134a={kg=0.019}},{CH4={kg=1.452}},{SF6={kg=0.056}},{SF6={kg=0.092}},{HFC134a={kg=0.351}},ingredient mix P,distributor Z,20587,30587,{kgCO2e=0.25},{kgCO2e=2.98},{kgCO2e=2.12}
products/589,cereal,waste,liter,2.19,importer,processing plant,,GHG,{CO2={m3=0.473}},{N2O={kg=0.193}},{CO2={kg=1.11}},{HFC134a={kg=0.053}},{N2O={kg=0.453}},{HFC134a={kg=0.117}},{CO2={kg=0.772}},{N2O={kg=0.377}},{CH4={kg=0.378}},{CH4={kg=0.38}},{SF6={kg=0.135}},{SF6={kg=0.09}},{N2O={kg=0.731}},{CH4={kg=1.436}},{CH4={kg=1.436}},{CO2={m3=2.394}},{N2O={kg=0.265}},{CO2={m3=0.983}},{CH4={kg=0.262}},{CO2={m3=0.555}},{SF6={kg=0.194}},{CO2={kg=0.157}},{HFC134a={kg=0.079}},ingredient mix V,supplier co,20588,30588,{kgCO2e=4.35},{kgCO2e=1.12},{kgCO2e=0.15}
products/590,figs,condiment,liter,1.15,importer,farm co,,GHG,{SF6={kg=0.078}},{N2O={kg=0.726}},{N2O={kg=0.495}},{SF6={kg=0.091}},{HFC134a={kg=0.496}},{CH4={kg=0.875}},{N2O={kg=0.501}},{N2O={kg=0.005}},{CH4={kg=0.59}},{HFC134a={kg=0.164}},{SF6={kg=0.094}},{N2O={kg=0.355}},{N2O={kg=0.246}},{SF6={kg=0.151}},{SF6={kg=0.039}},{CH4={kg=0.872}},{CO2={kg=0.03}},{N2O={kg=0.317}},{N2O={kg=0.21}},{CH4={kg=0.024}},{SF6={kg=0.069}},{CH4={kg=1.221}},{N2O={kg=0.226}},ingredient mix V,supplier co,20589,30589,{kgCO2e=0.28},{kgCO2e=0.62},{kgCO2e=0.75}
products/591,cereal,raw material,kg,2.1,distributor,farm co,,GHG,{N2O={kg=0.785}},{CH4={kg=0.29}},{HFC134a={kg=0.365}},{CH4={kg=0.373}},{SF6={kg=0.058}},{CH4={kg=1.219}},{CO2={kg=2.209}},{N2O={kg=0.63}},{CH4={kg=0.779}},{HFC134a={kg=0.168}},{SF6={kg=0.015}},{SF6={kg=0.072}},{N2O={kg=0.51}},{CH4={kg=0.261}},{SF6={kg=0.055}},{CO2={kg=1.387}},{CH4={kg=0.765}},{HFC134a={kg=0.147}},{CH4={kg=1.315}},{HFC134a={kg=0.278}},{N2O={kg=0.722}},{CH4={kg=0.113}},{CO2={m3=2.007}},raw material lot B,plant Y,20590,30590,{kgCO2e=4.39},{kgCO2e=0.13},{kgCO2e=3.86}
products/592,ramen,ingredient,can,0.47,manufacturer,user utility,,GHG,{CH4={kg=0.112}},{CH4={kg=0.734}},{CO2={kg=2.727}},{CO2={m3=2.227}},{HFC134a={kg=0.093}},{SF6={kg=0.193}},{N2O={kg=0.657}},{N2O={kg=0.788}},{CH4={kg=0.634}},{N2O={kg=0.309}},{CH4={kg=0.032}},{CO2={m3=0.555}},{HFC134a={kg=0.475}},{HFC134a={kg=0.257}},{HFC134a={kg=0.493}},{N2O={kg=0.47}},{HFC134a={kg=0.045}},{N2O={kg=0.192}},{N2O={kg=0.739}},{HFC134a={kg=0.019}},{HFC134a={kg=0.157}},{CO2={kg=2.723}},{CO2={m3=0.026}},raw material lot S,supplier co,20591,30591,{kgCO2e=2.78},{kgCO2e=0.89},{kgCO2e=1.74}
products/593,salt,waste,bottle,3.76,local farm,processing plant,,GHG,{SF6={kg=0.148}},{HFC134a={kg=0.378}},{SF6={kg=0.128}},{CH4={kg=1.019}},{HFC134a={kg=0.082}},{HFC134a={kg=0.332}},{CH4={kg=1.171}},{HFC134a={kg=0.368}},{CO2={m3=2.462}},{CO2={m3=0.647}},{SF6={kg=0.196}},{CO2={m3=1.829}},{CH4={kg=1.301}},{N2O={kg=0.775}},{N2O={kg=0.203}},{CO2={m3=0.415}},{CO2={kg=0.028}},{SF6={kg=0.167}},{CH4={kg=0.549}},{HFC134a={kg=0.288}},{N2O={kg=0.649}},{CH4={kg=1.342}},{HFC134a={kg=0.332}},processed item N,distributor Z,20592,30592,{kgCO2e=0.11},{kgCO2e=0.67},{kgCO2e=3.84}
products/594,coffee,beverage,bottle,1.26,warehouse,processing plant,,GHG,{CO2={m3=0.887}},{N2O={kg=0.64}},{SF6={kg=0.113}},{CO2={kg=2.633}},{CO2={m3=2.147}},{N2O={kg=0.017}},{CH4={kg=0.48}},{CO2={kg=2.249}},{SF6={kg=0.031}},{CO2={kg=1.607}},{CO2={kg=1.639}},{CO2={kg=1.117}},{CO2={kg=2.631}},{HFC134a={kg=0.348}},{CO2={kg=2.425}},{HFC134a={kg=0.015}},{SF6={kg=0.121}},{CH4={kg=1.469}},{SF6={kg=0.125}},{SF6={kg=0.109}},{N2O={kg=0.227}},{SF6={kg=0.088}},{CH4={kg=0.812}},product batch R,plant Y,20593,30593,{kgCO2e=4.97},{kgCO2e=2.49},{kgCO2e=1.93}
products/595,garlic,beverage,batch,0.53,supplier,warehouse operator,,GHG,{SF6={kg=0.106}},{SF6={kg=0.2}},{HFC134a={kg=0.006}},{SF6={kg=0.197}},{N2O={kg=0.131}},{SF6={kg=0.153}},{CO2={kg=1.716}},{CH4={kg=0.746}},{SF6={kg=0.075}},{CH4={kg=0.53}},{SF6={kg=0.142}},{CH4={kg=0.497}},{CO2={kg=1.527}},{HFC134a={kg=0.032}},{CO2={m3=1.268}},{SF6={kg=0.052}},{N2O={kg=0.659}},{N2O={kg=0.64}},{CO2={kg=1.183}},{CO2={kg=2.749}},{SF6={kg=0.009}},{SF6={kg=0.143}},{CH4={kg=0.109}},product batch N,plant Y,20594,30594,{kgCO2e=3.41},{kgCO2e=2.63},{kgCO2e=0.78}
products/596,coconut,beverage,kg,0.02,warehouse,user utility,,GHG,{SF6={kg=0.015}},{N2O={kg=0.234}},{SF6={kg=0.068}},{CO2={m3=2.893}},{SF6={kg=0.014}},{HFC134a={kg=0.047}},{CO2={m3=1.558}},{CH4={kg=0.817}},{SF6={kg=0.19}},{SF6={kg=0.197}},{N2O={kg=0.666}},{N2O={kg=0.219}},{CH4={kg=0.608}},{HFC134a={kg=0.032}},{SF6={kg=0.031}},{SF6={kg=0.128}},{N2O={kg=0.213}},{SF6={kg=0.078}},{CH4={kg=1.374}},{CH4={kg=0.292}},{CH4={kg=0.56}},{N2O={kg=0.236}},{SF6={kg=0.178}},raw material lot Q,processing plant,20595,30595,{kgCO2e=3.17},{kgCO2e=0.1},{kgCO2e=0.57}
products/597,guava,ingredient,kg,2.56,distributor,user utility,,GHG,{CH4={kg=0.798}},{CH4={kg=0.441}},{CO2={kg=2.528}},{HFC134a={kg=0.06}},{CO2={kg=0.678}},{N2O={kg=0.328}},{SF6={kg=0.106}},{CO2={kg=0.325}},{HFC134a={kg=0.466}},{SF6={kg=0.153}},{CH4={kg=0.971}},{CO2={kg=0.11}},{N2O={kg=0.393}},{SF6={kg=0.083}},{CH4={kg=0.55}},{HFC134a={kg=0.277}},{CO2={m3=1.406}},{CH4={kg=1.044}},{HFC134a={kg=0.323}},{SF6={kg=0.041}},{SF6={kg=0.182}},{SF6={kg=0.042}},{CO2={m3=0.522}},finished goods U,plant Y,20596,30596,{kgCO2e=1.5},{kgCO2e=1.19},{kgCO2e=2.2}
products/598,prunes,waste,box,3.73,manufacturer,company B,,GHG,{CH4={kg=0.812}},{CH4={kg=1.387}},{HFC134a={kg=0.393}},{CO2={kg=1.855}},{CH4={kg=0.724}},{SF6={kg=0.064}},{HFC134a={kg=0.481}},{SF6={kg=0.051}},{N2O={kg=0.737}},{HFC134a={kg=0.197}},{N2O={kg=0.581}},{HFC134a={kg=0.253}},{CH4={kg=0.484}},{CH4={kg=0.443}},{CO2={kg=0.282}},{SF6={kg=0.139}},{CH4={kg=0.93}},{HFC134a={kg=0.401}},{CO2={kg=1.835}},{CO2={kg=1.045}},{SF6={kg=0.062}},{CH4={kg=0.763}},{CO2={m3=1.762}},ingredient mix L,factory X,20597,30597,{kgCO2e=3.62},{kgCO2e=2.47},{kgCO2e=2.11}
products/599,raisins,dish,unit,3.59,distributor,farm co,,GHG,{CO2={m3=0.709}},{N2O={kg=0.785}},{SF6={kg=0.058}},{CH4={kg=1.26}},{CH4={kg=0.13}},{SF6={kg=0.017}},{HFC134a={kg=0.161}},{HFC134a={kg=0.246}},{CO2={m3=2.213}},{N2O={kg=0.007}},{CO2={kg=2.507}},{CO2={m3=1.618}},{N2O={kg=0.766}},{HFC134a={kg=0.454}},{CO2={m3=0.394}},{CO2={kg=2.086}},{N2O={kg=0.455}},{CO2={m3=1.713}},{N2O={kg=0.22}},{SF6={kg=0.182}},{CH4={kg=0.877}},{CH4={kg=1.247}},{SF6={kg=0.116}},raw material lot V,factory X,20598,30598,{kgCO2e=2.56},{kgCO2e=0.82},{kgCO2e=0.83}
products/600,oranges,dish,liter,4.24,supplier,company A,,GHG,{CO2={kg=1.17}},{N2O={kg=0.425}},{HFC134a={kg=0.272}},{CO2={m3=2.408}},{CH4={kg=1.355}},{CO2={m3=1.298}},{CO2={m3=0.055}},{N2O={kg=0.687}},{SF6={kg=0.009}},{N2O={kg=0.433}},{CH4={kg=0.739}},{CO2={kg=2.983}},{CH4={kg=1.036}},{CO2={kg=2.868}},{HFC134a={kg=0.143}},{SF6={kg=0.136}},{SF6={kg=0.035}},{CH4={kg=1.448}},{HFC134a={kg=0.327}},{SF6={kg=0.12}},{N2O={kg=0.623}},{HFC134a={kg=0.231}},{N2O={kg=0.693}},raw material lot S,plant Y,20599,30599,{kgCO2e=4.78},{kgCO2e=0.21},{kgCO2e=0.2}
products/601,pumpkin,dish,unit,1.23,user,warehouse operator,,GHG,{CO2={m3=2.44}},{CO2={m3=2.948}},{CH4={kg=0.096}},{CH4={kg=0.921}},{CH4={kg=0.911}},{SF6={kg=0.152}},{HFC134a={kg=0.054}},{CO2={kg=2.2}},{SF6={kg=0.038}},{N2O={kg=0.335}},{N2O={kg=0.061}},{HFC134a={kg=0.284}},{CH4={kg=1.096}},{N2O={kg=0.086}},{N2O={kg=0.402}},{CO2={kg=0.62}},{CH4={kg=1.357}},{HFC134a={kg=0.047}},{HFC134a={kg=0.022}},{CH4={kg=1.44}},{N2O={kg=0.103}},{HFC134a={kg=0.069}},{CH4={kg=0.606}},ingredient mix E,processing plant,20600,30600,{kgCO2e=2.65},{kgCO2e=2.11},{kgCO2e=1.36}
products/602,hot dog,condiment,can,1.3,local farm,company B,,GHG,{CH4={kg=0.157}},{CH4={kg=0.125}},{CH4={kg=0.878}},{CO2={m3=0.25}},{HFC134a={kg=0.43}},{CH4={kg=1.457}},{HFC134a={kg=0.492}},{CO2={m3=0.442}},{N2O={kg=0.174}},{N2O={kg=0.534}},{SF6={kg=0.075}},{HFC134a={kg=0.314}},{CO2={kg=2.245}},{CH4={kg=0.656}},{SF6={kg=0.039}},{N2O={kg=0.209}},{HFC134a={kg=0.102}},{N2O={kg=0.702}},{CH4={kg=0.395}},{HFC134a={kg=0.329}},{CH4={kg=0.785}},{SF6={kg=0.196}},{HFC134a={kg=0.16}},processed item H,factory X,20601,30601,{kgCO2e=2.08},{kgCO2e=0.63},{kgCO2e=2.83}
products/603,peanuts,utility,kg,2.23,importer,company B,,GHG,{CH4={kg=1.131}},{SF6={kg=0.187}},{N2O={kg=0.14}},{SF6={kg=0.179}},{HFC134a={kg=0.357}},{HFC134a={kg=0.441}},{SF6={kg=0.162}},{N2O={kg=0.058}},{CO2={kg=0.028}},{SF6={kg=0.098}},{CH4={kg=1.152}},{SF6={kg=0.053}},{SF6={kg=0.065}},{CH4={kg=0.126}},{HFC134a={kg=0.104}},{CH4={kg=0.853}},{CH4={kg=0.546}},{SF6={kg=0.172}},{SF6={kg=0.137}},{HFC134a={kg=0.402}},{N2O={kg=0.182}},{N2O={kg=0.516}},{SF6={kg=0.158}},processed item C,plant Y,20602,30602,{kgCO2e=1.52},{kgCO2e=1.61},{kgCO2e=1.0}
products/604,coconut,raw material,carton,3.56,local farm,company A,,GHG,{SF6={kg=0.002}},{SF6={kg=0.164}},{CH4={kg=1.163}},{HFC134a={kg=0.378}},{CO2={kg=2.497}},{CH4={kg=1.338}},{CH4={kg=1.463}},{CH4={kg=0.215}},{SF6={kg=0.139}},{CH4={kg=0.643}},{N2O={kg=0.778}},{CH4={kg=0.951}},{CH4={kg=1.254}},{HFC134a={kg=0.224}},{CH4={kg=0.803}},{CH4={kg=0.625}},{HFC134a={kg=0.369}},{HFC134a={kg=0.383}},{SF6={kg=0.092}},{SF6={kg=0.051}},{SF6={kg=0.15}},{HFC134a={kg=0.095}},{CO2={kg=2.913}},raw material lot D,factory X,20603,30603,{kgCO2e=4.04},{kgCO2e=0.92},{kgCO2e=2.86}
products/605,cucumber,beverage,liter,1.63,distributor,company A,,GHG,{N2O={kg=0.305}},{CH4={kg=0.716}},{CH4={kg=0.203}},{SF6={kg=0.071}},{CO2={m3=1.733}},{HFC134a={kg=0.224}},{CH4={kg=0.676}},{N2O={kg=0.479}},{SF6={kg=0.091}},{CH4={kg=0.37}},{CO2={m3=0.374}},{CH4={kg=1.286}},{SF6={kg=0.143}},{HFC134a={kg=0.065}},{SF6={kg=0.052}},{CH4={kg=1.294}},{N2O={kg=0.26}},{N2O={kg=0.375}},{SF6={kg=0.182}},{CO2={kg=0.34}},{CH4={kg=0.194}},{HFC134a={kg=0.025}},{CH4={kg=0.145}},processed item Z,distributor Z,20604,30604,{kgCO2e=4.9},{kgCO2e=0.21},{kgCO2e=0.49}
products/606,chicken,waste,bottle,0.18,distributor,company A,,GHG,{SF6={kg=0.172}},{CO2={kg=1.115}},{HFC134a={kg=0.191}},{N2O={kg=0.495}},{CO2={m3=1.606}},{CH4={kg=0.076}},{CH4={kg=0.045}},{SF6={kg=0.151}},{SF6={kg=0.103}},{N2O={kg=0.78}},{N2O={kg=0.089}},{HFC134a={kg=0.099}},{HFC134a={kg=0.358}},{HFC134a={kg=0.491}},{SF6={kg=0.126}},{N2O={kg=0.072}},{SF6={kg=0.155}},{CH4={kg=0.125}},{CO2={kg=1.16}},{CO2={m3=2.425}},{HFC134a={kg=0.302}},{CH4={kg=1.179}},{SF6={kg=0.108}},raw material lot U,factory X,20605,30605,{kgCO2e=4.11},{kgCO2e=1.19},{kgCO2e=2.82}
products/607,edamame,beverage,carton,2.58,local farm,user utility,,GHG,{SF6={kg=0.08}},{CO2={kg=1.055}},{HFC134a={kg=0.394}},{CH4={kg=1.432}},{N2O={kg=0.718}},{SF6={kg=0.164}},{SF6={kg=0.098}},{N2O={kg=0.615}},{HFC134a={kg=0.086}},{HFC134a={kg=0.427}},{SF6={kg=0.031}},{HFC134a={kg=0.075}},{HFC134a={kg=0.163}},{SF6={kg=0.015}},{SF6={kg=0.169}},{HFC134a={kg=0.438}},{CO2={m3=1.454}},{N2O={kg=0.508}},{CO2={kg=0.608}},{N2O={kg=0.336}},{N2O={kg=0.128}},{CH4={kg=0.278}},{HFC134a={kg=0.125}},ingredient mix F,processing plant,20606,30606,{kgCO2e=1.11},{kgCO2e=1.58},{kgCO2e=1.57}
products/608,cauliflower,raw material,m3,1.07,manufacturer,warehouse operator,,GHG,{SF6={kg=0.103}},{CO2={m3=0.272}},{N2O={kg=0.452}},{CO2={m3=2.889}},{SF6={kg=0.167}},{CH4={kg=0.537}},{CO2={m3=1.528}},{HFC134a={kg=0.344}},{HFC134a={kg=0.188}},{SF6={kg=0.039}},{N2O={kg=0.404}},{N2O={kg=0.417}},{SF6={kg=0.131}},{CO2={kg=2.495}},{CH4={kg=0.066}},{CO2={kg=2.427}},{CO2={m3=0.045}},{CH4={kg=0.165}},{SF6={kg=0.157}},{CO2={m3=0.745}},{CH4={kg=1.042}},{CO2={kg=0.976}},{CO2={m3=2.537}},raw material lot W,plant Y,20607,30607,{kgCO2e=3.58},{kgCO2e=0.93},{kgCO2e=1.27}
products/609,chimichanga,condiment,unit,0.23,warehouse,company B,,GHG,{CH4={kg=1.227}},{CO2={m3=1.703}},{CH4={kg=0.007}},{CO2={m3=2.534}},{CO2={m3=2.294}},{HFC134a={kg=0.181}},{SF6={kg=0.095}},{HFC134a={kg=0.245}},{SF6={kg=0.078}},{CO2={kg=1.654}},{HFC134a={kg=0.493}},{HFC134a={kg=0.083}},{N2O={kg=0.419}},{N2O={kg=0.04}},{HFC134a={kg=0.023}},{CH4={kg=0.926}},{CO2={kg=2.848}},{CH4={kg=1.233}},{HFC134a={kg=0.306}},{HFC134a={kg=0.361}},{CH4={kg=0.784}},{CH4={kg=0.698}},{CH4={kg=1.4}},product batch Y,plant Y,20608,30608,{kgCO2e=0.95},{kgCO2e=1.7},{kgCO2e=0.83}
products/610,coconut milk,ingredient,unit,3.05,distributor,processing plant,,GHG,{N2O={kg=0.107}},{CH4={kg=0.53}},{CH4={kg=0.831}},{HFC134a={kg=0.238}},{CH4={kg=1.236}},{HFC134a={kg=0.477}},{N2O={kg=0.252}},{CH4={kg=0.73}},{SF6={kg=0.048}},{SF6={kg=0.083}},{CO2={m3=0.42}},{SF6={kg=0.052}},{N2O={kg=0.025}},{SF6={kg=0.033}},{CH4={kg=1.337}},{CH4={kg=0.612}},{CO2={kg=2.209}},{CO2={kg=1.69}},{N2O={kg=0.175}},{SF6={kg=0.024}},{CH4={kg=0.197}},{HFC134a={kg=0.075}},{N2O={kg=0.455}},finished goods O,factory X,20609,30609,{kgCO2e=3.41},{kgCO2e=2.28},{kgCO2e=2.05}
products/611,pita,processed food,bottle,4.74,warehouse,farm co,,GHG,{N2O={kg=0.216}},{N2O={kg=0.05}},{SF6={kg=0.143}},{CH4={kg=1.475}},{N2O={kg=0.133}},{HFC134a={kg=0.286}},{N2O={kg=0.696}},{CH4={kg=0.772}},{HFC134a={kg=0.359}},{CH4={kg=1.275}},{N2O={kg=0.191}},{N2O={kg=0.4}},{CH4={kg=0.783}},{HFC134a={kg=0.008}},{CH4={kg=0.082}},{CO2={kg=2.465}},{SF6={kg=0.066}},{SF6={kg=0.011}},{SF6={kg=0.14}},{SF6={kg=0.154}},{N2O={kg=0.098}},{HFC134a={kg=0.308}},{SF6={kg=0.164}},processed item F,distributor Z,20610,30610,{kgCO2e=3.56},{kgCO2e=0.48},{kgCO2e=1.7}
products/612,sardines,condiment,carton,1.77,warehouse,processing plant,,GHG,{CO2={m3=2.931}},{N2O={kg=0.707}},{CH4={kg=0.568}},{CH4={kg=0.171}},{HFC134a={kg=0.038}},{HFC134a={kg=0.48}},{CH4={kg=0.845}},{HFC134a={kg=0.211}},{SF6={kg=0.047}},{SF6={kg=0.166}},{SF6={kg=0.182}},{CO2={kg=0.688}},{CH4={kg=1.487}},{HFC134a={kg=0.375}},{N2O={kg=0.129}},{N2O={kg=0.105}},{N2O={kg=0.179}},{HFC134a={kg=0.012}},{CO2={m3=2.312}},{HFC134a={kg=0.446}},{CH4={kg=1.465}},{N2O={kg=0.012}},{N2O={kg=0.376}},product batch U,plant Y,20611,30611,{kgCO2e=2.29},{kgCO2e=1.43},{kgCO2e=0.3}
products/613,packaging waste,waste,liter,0.93,warehouse,warehouse operator,,GHG,{HFC134a={kg=0.491}},{N2O={kg=0.502}},{SF6={kg=0.144}},{HFC134a={kg=0.496}},{SF6={kg=0.034}},{CH4={kg=1.4}},{HFC134a={kg=0.014}},{HFC134a={kg=0.467}},{SF6={kg=0.172}},{CO2={m3=1.708}},{CH4={kg=0.249}},{CH4={kg=1.486}},{CH4={kg=0.9}},{SF6={kg=0.159}},{N2O={kg=0.481}},{HFC134a={kg=0.148}},{HFC134a={kg=0.118}},{N2O={kg=0.678}},{SF6={kg=0.154}},{CO2={kg=2.96}},{SF6={kg=0.065}},{HFC134a={kg=0.249}},{SF6={kg=0.137}},finished goods O,distributor Z,20612,30612,{kgCO2e=4.43},{kgCO2e=2.35},{kgCO2e=1.44}
products/614,ramen,beverage,kg,0.8,importer,user utility,,GHG,{HFC134a={kg=0.104}},{CH4={kg=0.182}},{CO2={m3=0.169}},{HFC134a={kg=0.384}},{N2O={kg=0.313}},{HFC134a={kg=0.085}},{N2O={kg=0.353}},{CO2={m3=2.442}},{SF6={kg=0.102}},{CO2={kg=2.94}},{CO2={kg=2.473}},{SF6={kg=0.181}},{CH4={kg=0.731}},{CO2={kg=0.197}},{CO2={m3=2.626}},{HFC134a={kg=0.35}},{N2O={kg=0.618}},{N2O={kg=0.17}},{SF6={kg=0.188}},{CO2={m3=0.221}},{CO2={kg=1.783}},{HFC134a={kg=0.413}},{N2O={kg=0.043}},finished goods Z,processing plant,20613,30613,{kgCO2e=0.25},{kgCO2e=0.8},{kgCO2e=2.29}
products/615,wine,ingredient,m3,0.14,importer,company A,,GHG,{HFC134a={kg=0.127}},{N2O={kg=0.098}},{HFC134a={kg=0.128}},{CH4={kg=0.017}},{N2O={kg=0.673}},{N2O={kg=0.301}},{CH4={kg=0.144}},{HFC134a={kg=0.079}},{CO2={kg=0.657}},{SF6={kg=0.128}},{CO2={m3=1.023}},{CH4={kg=1.115}},{CH4={kg=1.109}},{N2O={kg=0.263}},{CO2={m3=0.823}},{HFC134a={kg=0.373}},{HFC134a={kg=0.021}},{HFC134a={kg=0.161}},{SF6={kg=0.006}},{CH4={kg=0.422}},{CH4={kg=1.026}},{HFC134a={kg=0.287}},{CO2={m3=1.563}},product batch T,processing plant,20614,30614,{kgCO2e=0.38},{kgCO2e=2.69},{kgCO2e=2.41}
products/616,bolognese,raw material,m3,3.75,supplier,user utility,,GHG,{CH4={kg=0.468}},{SF6={kg=0.001}},{SF6={kg=0.083}},{CO2={kg=1.859}},{SF6={kg=0.0}},{CH4={kg=0.719}},{SF6={kg=0.026}},{SF6={kg=0.027}},{CH4={kg=0.676}},{CH4={kg=0.978}},{HFC134a={kg=0.014}},{CH4={kg=0.223}},{CO2={m3=0.489}},{HFC134a={kg=0.375}},{N2O={kg=0.681}},{N2O={kg=0.351}},{N2O={kg=0.408}},{CO2={kg=0.572}},{HFC134a={kg=0.129}},{CO2={kg=2.734}},{N2O={kg=0.28}},{SF6={kg=0.093}},{CO2={kg=2.315}},raw material lot H,supplier co,20615,30615,{kgCO2e=3.21},{kgCO2e=1.61},{kgCO2e=1.57}
products/617,bolognese,condiment,kg,2.21,importer,warehouse operator,,GHG,{SF6={kg=0.098}},{N2O={kg=0.625}},{HFC134a={kg=0.464}},{CO2={kg=0.671}},{N2O={kg=0.77}},{SF6={kg=0.013}},{CO2={m3=1.903}},{HFC134a={kg=0.172}},{HFC134a={kg=0.159}},{HFC134a={kg=0.195}},{CO2={kg=2.723}},{CO2={kg=1.639}},{N2O={kg=0.774}},{CO2={kg=1.439}},{SF6={kg=0.043}},{CH4={kg=1.253}},{CO2={kg=2.295}},{HFC134a={kg=0.359}},{SF6={kg=0.049}},{CO2={m3=0.874}},{CO2={m3=1.493}},{HFC134a={kg=0.295}},{N2O={kg=0.661}},ingredient mix T,distributor Z,20616,30616,{kgCO2e=2.69},{kgCO2e=1.39},{kgCO2e=0.26}
products/618,honey,condiment,unit,0.07,user,supplier co,,GHG,{CH4={kg=0.747}},{CH4={kg=0.845}},{HFC134a={kg=0.061}},{HFC134a={kg=0.386}},{N2O={kg=0.314}},{CH4={kg=0.643}},{N2O={kg=0.103}},{N2O={kg=0.028}},{SF6={kg=0.091}},{N2O={kg=0.746}},{HFC134a={kg=0.272}},{SF6={kg=0.019}},{HFC134a={kg=0.371}},{HFC134a={kg=0.156}},{N2O={kg=0.075}},{SF6={kg=0.189}},{N2O={kg=0.431}},{SF6={kg=0.04}},{CO2={m3=0.669}},{CO2={kg=0.714}},{SF6={kg=0.063}},{SF6={kg=0.127}},{HFC134a={kg=0.328}},ingredient mix C,plant Y,20617,30617,{kgCO2e=0.29},{kgCO2e=0.97},{kgCO2e=2.45}
products/619,beef,condiment,carton,1.87,local farm,user utility,,GHG,{HFC134a={kg=0.264}},{N2O={kg=0.371}},{SF6={kg=0.152}},{N2O={kg=0.286}},{CH4={kg=1.306}},{HFC134a={kg=0.115}},{N2O={kg=0.033}},{SF6={kg=0.195}},{CH4={kg=0.881}},{CO2={kg=1.074}},{HFC134a={kg=0.336}},{SF6={kg=0.062}},{SF6={kg=0.195}},{N2O={kg=0.042}},{SF6={kg=0.045}},{SF6={kg=0.116}},{HFC134a={kg=0.236}},{CH4={kg=1.356}},{SF6={kg=0.103}},{CO2={kg=2.407}},{HFC134a={kg=0.378}},{CO2={kg=0.049}},{N2O={kg=0.075}},product batch H,plant Y,20618,30618,{kgCO2e=2.25},{kgCO2e=2.56},{kgCO2e=1.64}
products/620,smoothie,beverage,liter,0.56,distributor,processing plant,,GHG,{SF6={kg=0.101}},{CH4={kg=1.17}},{CO2={m3=0.937}},{CO2={m3=1.668}},{CO2={m3=0.242}},{SF6={kg=0.116}},{HFC134a={kg=0.41}},{N2O={kg=0.048}},{N2O={kg=0.35}},{CO2={kg=0.238}},{HFC134a={kg=0.184}},{SF6={kg=0.177}},{CO2={kg=1.957}},{SF6={kg=0.17}},{N2O={kg=0.194}},{CH4={kg=1.271}},{N2O={kg=0.568}},{HFC134a={kg=0.19}},{CO2={m3=2.695}},{CH4={kg=1.345}},{HFC134a={kg=0.232}},{CH4={kg=0.305}},{CH4={kg=0.292}},product batch T,factory X,20619,30619,{kgCO2e=2.27},{kgCO2e=0.16},{kgCO2e=1.58}
products/621,soup,ingredient,bottle,2.72,warehouse,warehouse operator,,GHG,{CH4={kg=0.629}},{CO2={kg=1.901}},{CO2={kg=2.262}},{CO2={kg=1.506}},{CH4={kg=0.159}},{SF6={kg=0.021}},{HFC134a={kg=0.18}},{N2O={kg=0.404}},{HFC134a={kg=0.172}},{N2O={kg=0.554}},{SF6={kg=0.163}},{N2O={kg=0.763}},{CO2={m3=0.09}},{SF6={kg=0.165}},{CO2={kg=2.116}},{HFC134a={kg=0.137}},{CO2={m3=0.495}},{N2O={kg=0.062}},{SF6={kg=0.186}},{CO2={kg=0.437}},{HFC134a={kg=0.396}},{N2O={kg=0.556}},{N2O={kg=0.004}},finished goods K,processing plant,20620,30620,{kgCO2e=2.04},{kgCO2e=2.41},{kgCO2e=1.1}
